v_products_model,v_products_type,v_products_image,v_products_name_1,v_products_description_1,v_products_url_1,v_specials_price,v_specials_date_avail,v_specials_expires_date,v_products_price,v_master_categories_id,v_products_id,v_products_weight,v_product_is_call,v_products_sort_order,v_products_quantity_order_min,v_products_quantity_order_units,v_products_priced_by_attribute,v_product_is_always_free_shipping,v_date_avail,v_date_added,v_products_quantity,v_manufacturers_name,v_categories_name_1,v_tax_class_title,v_status,v_metatags_products_name_status,v_metatags_title_status,v_metatags_model_status,v_metatags_price_status,v_metatags_title_tagline_status,v_metatags_title_1,v_metatags_keywords_1,v_metatags_description_1
"FOODDUDEMISC","1","","Food Dudes Charge","","","","","","1","10833","12651","0","0","0","0.01","0.01","0","0","","0000-00-00 00:00:00","0","","Locations^Colorado^Grand Junction^Enzo's^Full Menu^Food Dudes Misc","Taxable Goods","1","0","0","0","0","0","","",""
"RESTAURANTMISC","1","","Restaurant Charge","","","","","","1","10834","12126","0","0","0","0.01","0.01","0","0","","0000-00-00 00:00:00","0","","Locations^Colorado^Grand Junction^Enzo's^Full Menu^Restaurant Misc","Taxable Goods","1","0","0","0","0","0","","",""
"BEVERAGE","1","","Bottled Water - 16.9 oz","","","","","","1.75","10835","13669","0","0","0","1","1","0","0","","0000-00-00 00:00:00","0","","Locations^Colorado^Grand Junction^Enzo's^Full Menu^Beverages","Taxable Goods","1","0","0","0","0","0","","",""
"BEVERAGE","1","","20 oz","","","","","","2.75","10835","14178","0","0","0","1","1","0","0","","0000-00-00 00:00:00","0","","Locations^Colorado^Grand Junction^Enzo's^Full Menu^Beverages","Taxable Goods","1","0","0","0","0","0","","",""
"BEVERAGE","1","","2 Liter","","","","","","3.75","10067","34115","0","0","0","1","1","0","0","","2017-04-16 19:04:36","0","","Locations^Colorado^Grand Junction^Enzo's^Full Menu^Beverages","Taxable Goods","1","0","0","0","0","0","","",""
"FOODDUDEMISC","1","","Food Dudes Charge","","","","","","1","10833","12651","0","0","0","0.01","0.01","0","0","","0000-00-00 00:00:00","0","","Locations^Colorado^Grand Junction^Enzo's^Lunch Menu^Food Dudes Misc","Taxable Goods","1","0","0","0","0","0","","",""
"RESTAURANTMISC","1","","Restaurant Charge","","","","","","1","10834","12126","0","0","0","0.01","0.01","0","0","","0000-00-00 00:00:00","0","","Locations^Colorado^Grand Junction^Enzo's^Lunch Menu^Restaurant Misc","Taxable Goods","1","0","0","0","0","0","","",""
"BEVERAGE","1","","Bottled Water - 16.9 oz","","","","","","1.75","10835","13669","0","0","0","1","1","0","0","","0000-00-00 00:00:00","0","","Locations^Colorado^Grand Junction^Enzo's^Lunch Menu^Beverages","Taxable Goods","1","0","0","0","0","0","","",""
"BEVERAGE","1","","20 oz","","","","","","2.75","10835","14178","0","0","0","1","1","0","0","","0000-00-00 00:00:00","0","","Locations^Colorado^Grand Junction^Enzo's^Lunch Menu^Beverages","Taxable Goods","1","0","0","0","0","0","","",""
"BEVERAGE","1","","2 Liter","","","","","","3.75","10067","34115","0","0","0","1","1","0","0","","2017-04-16 19:04:36","0","","Locations^Colorado^Grand Junction^Enzo's^Lunch Menu^Beverages","Taxable Goods","1","0","0","0","0","0","","",""
